0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,target
48625,1,0,1980.0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,4,20.0,32.0,9.0,0.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4472.0
48635,0,1,1980.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2.0,38.0,10.0,29.0,1,1,1,1,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,4544.0
48653,1,1,1980.25,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,12.0,24.0,24.0,25.0,1,1,1,1,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0,4446.0
48668,0,0,1980.25,1,1,1,1,1,1,1,2,2,2,2,0,0,1,0,0,3,1,0,4.0,2.0,28.0,36.0,0,0,0,0,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,4840.0
48702,0,0,1980.25,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,22.0,29.0,12.0,6.0,0,0,0,0,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0,4911.0
48843,1,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,6,0,8.0,23.0,23.0,21.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4571.0
48893,1,0,1979.25,0,2,2,2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,22.0,29.0,12.0,6.0,0,0,0,0,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0,4430.0
48985,0,0,1980.5,0,0,0,1,1,0,1,2,2,2,2,0,1,0,0,0,0,0,1,19.0,13.0,19.0,9.0,0,0,0,0,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0,4656.0
49050,0,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,1,0,0,1,0,0,6,0,12.0,15.0,10.0,13.0,0,0,1,0,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0,4797.0
49118,0,0,1980.25,0,0,0,0,1,0,1,2,2,2,2,0,0,0,0,0,2,0,0,16.0,11.0,31.0,7.0,0,0,0,0,35.0,35.0,35.0,35.0,69.0,69.0,69.0,69.0,4520.0
49153,0,0,1980.0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,1,0,0,6,0,8.0,8.0,10.0,13.0,0,0,1,0,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0,4061.0
49162,1,1,1980.5,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,24.0,24.0,11.0,20.0,1,1,0,0,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0,3932.0
49196,1,0,1980.25,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,19.0,7.0,32.0,17.0,0,0,0,0,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0,4184.0
49354,0,0,1980.5,1,1,1,1,1,1,1,3,3,3,3,1,0,0,1,0,0,0,0,7.0,20.0,12.0,19.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4454.0
49585,1,0,1980.0,2,2,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,17.0,27.0,9.0,8.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4442.0
49755,0,0,1980.5,0,2,2,2,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,13.0,15.0,20.0,20.0,0,0,0,0,27.0,27.0,27.0,27.0,60.0,60.0,60.0,60.0,4646.0
49820,1,0,1980.25,2,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,4,6,12.0,21.0,0.0,23.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4814.0
49897,1,0,1980.5,0,2,2,2,0,0,0,3,3,3,3,1,0,0,1,0,0,1,0,6.0,7.0,12.0,19.0,0,1,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4377.0
49926,1,1,1979.75,0,2,2,2,0,0,0,0,0,0,0,3,1,1,1,0,0,2,0,8.0,4.0,16.0,11.0,0,0,0,1,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,4120.0
49942,0,0,1979.75,0,2,2,2,1,1,1,3,3,3,3,0,1,1,1,0,0,0,0,3.0,14.0,18.0,36.0,0,0,0,0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,4935.0
49965,1,0,1980.25,2,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,14.0,5.0,23.0,9.0,0,0,0,0,12.0,12.0,12.0,12.0,36.0,36.0,36.0,36.0,4614.0
50027,1,1,1980.5,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,3,0,6,24.0,2.0,3.0,14.0,0,1,1,1,18.0,18.0,18.0,18.0,44.0,44.0,44.0,44.0,4191.0
50078,0,0,1980.25,2,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,0,0,9.0,8.0,9.0,24.0,0,0,0,0,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0,4327.0
50095,0,1,1980.0,0,0,0,1,0,0,0,2,2,2,2,0,0,0,0,1,0,0,4,10.0,5.0,31.0,0.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4251.0
50103,1,0,1979.75,0,2,2,2,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,6.0,16.0,8.0,15.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4465.0
50234,1,0,1980.5,2,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,12.0,7.0,16.0,9.0,0,0,1,0,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,4706.0
50399,0,0,1980.0,0,0,0,0,1,1,1,2,2,2,2,1,0,0,1,0,0,0,0,13.0,5.0,15.0,9.0,0,0,0,0,24.0,24.0,24.0,24.0,56.0,56.0,56.0,56.0,4217.0
50459,1,1,1980.5,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1.0,27.0,7.0,25.0,1,1,1,1,11.0,11.0,11.0,11.0,22.0,22.0,22.0,21.0,4334.0
50493,0,0,1980.25,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,8.0,8.0,22.0,15.0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4543.0
50665,1,0,1980.5,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,3,4,7.0,10.0,4.0,4.0,0,0,0,0,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0,4624.0
50734,0,0,1980.25,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,0,4,6,0,16.0,3.0,15.0,21.0,0,0,0,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4490.0
50753,0,1,1980.0,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,22.0,7.0,6.0,5.0,0,0,0,0,11.0,11.0,11.0,11.0,33.0,33.0,33.0,33.0,3982.0
50893,1,0,1980.25,1,1,1,1,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0,6.0,12.0,14.0,10.0,0,0,0,0,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0,4985.0
50907,0,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,1,1,1,0,5,0,6,3,11.0,4.0,35.0,2.0,0,0,0,0,19.0,19.0,19.0,19.0,47.0,47.0,47.0,47.0,4203.0
50951,1,1,1979.75,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,20.0,3.0,4.0,15.0,1,0,1,1,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0,4227.0
51038,0,0,1980.25,0,2,2,2,1,1,1,2,2,2,2,0,1,0,0,0,0,0,0,16.0,8.0,34.0,10.0,0,0,0,0,29.0,29.0,29.0,29.0,62.0,62.0,62.0,62.0,4447.0
51147,1,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,6,9.0,8.0,16.0,6.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4658.0
51177,1,0,1979.5,2,0,0,0,0,0,1,2,2,2,2,1,1,0,0,0,0,0,4,8.0,11.0,19.0,3.0,0,0,0,0,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0,4301.0
51200,1,0,1980.0,2,0,1,1,1,1,1,3,3,3,3,0,0,1,0,3,0,0,0,5.0,11.0,14.0,14.0,0,0,0,0,27.0,27.0,27.0,27.0,60.0,60.0,60.0,60.0,4953.0
51263,1,0,1980.0,0,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,0,4,3,5.0,12.0,2.0,1.0,0,0,0,0,19.0,19.0,19.0,19.0,47.0,47.0,47.0,47.0,4233.0
51321,0,0,1980.5,2,2,2,2,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0,12.0,16.0,15.0,15.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4824.0
51335,1,0,1979.75,2,2,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,17.0,27.0,9.0,8.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4273.0
51535,0,0,1980.0,0,2,2,2,0,0,1,3,3,3,3,0,1,1,1,0,0,0,0,5.0,8.0,19.0,16.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4343.0
51544,1,1,1979.75,2,1,1,1,1,1,1,2,2,2,2,3,1,0,1,0,0,0,0,12.0,8.0,18.0,12.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4405.0
51575,1,0,1979.75,0,0,0,0,1,1,1,2,2,2,2,0,1,0,0,3,0,0,4,2.0,11.0,19.0,3.0,0,0,0,0,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0,4779.0
51595,1,0,1980.5,2,2,2,2,1,1,1,2,2,2,2,1,0,0,1,0,0,0,1,20.0,9.0,11.0,13.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5134.0
51606,1,0,1979.75,0,2,2,2,0,0,0,2,2,2,2,0,1,1,1,0,0,6,0,13.0,13.0,20.0,19.0,0,0,0,1,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0,4384.0
51841,1,0,1980.0,2,0,0,1,1,1,1,2,2,2,2,0,0,1,1,0,0,0,0,9.0,20.0,11.0,4.0,0,0,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4185.0
51961,1,0,1980.5,2,2,2,2,1,1,1,2,2,2,2,1,0,0,1,0,0,0,0,12.0,21.0,14.0,9.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4184.0
51979,0,1,1980.5,0,0,0,1,0,0,0,2,2,2,2,0,0,1,0,1,4,3,4,10.0,1.0,2.0,0.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4474.0
51990,1,0,1979.75,0,0,0,0,1,1,1,3,3,3,3,0,1,0,1,4,0,3,0,0.0,8.0,1.0,7.0,0,0,0,0,26.0,26.0,26.0,26.0,59.0,59.0,59.0,59.0,4811.0
52012,0,0,1980.25,2,1,1,1,0,0,0,2,2,2,2,1,0,1,0,0,3,2,2,13.0,2.0,14.0,16.0,0,0,0,1,23.0,23.0,23.0,23.0,55.0,55.0,55.0,55.0,4255.0
52054,0,0,1979.75,2,2,2,2,1,1,1,2,2,2,2,1,1,0,0,0,0,0,0,8.0,11.0,6.0,7.0,0,0,1,0,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0,5085.0
52074,0,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,0,0,1,0,3,3,0,4,2.0,1.0,12.0,3.0,0,0,0,0,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,4376.0
52168,1,1,1979.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,6,0,2,2.0,9.0,8.0,21.0,0,1,1,1,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,4153.0
52406,0,1,1979.75,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,6,0,1.0,4.0,4.0,7.0,1,0,1,1,11.0,11.0,11.0,11.0,20.0,20.0,20.0,20.0,4371.0
52470,1,0,1979.75,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,3,6,10.0,4.0,1.0,24.0,0,0,0,0,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0,4483.0
52558,0,0,1980.25,1,1,1,1,1,1,1,3,3,3,3,1,0,0,1,0,0,0,0,7.0,27.0,12.0,19.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4760.0
52664,1,1,1979.75,1,1,1,1,0,0,1,2,2,2,2,0,1,1,1,3,0,0,0,1.0,10.0,18.0,11.0,0,0,1,0,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0,4243.0
52714,0,0,1980.5,2,2,2,2,0,0,0,3,3,3,3,0,0,0,1,0,0,6,0,11.0,10.0,17.0,38.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4639.0
52810,1,1,1980.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,3.0,2.0,8.0,14.0,1,1,1,1,11.0,11.0,11.0,11.0,28.0,28.0,28.0,28.0,4474.0
52862,1,1,1980.25,0,2,2,2,0,0,0,0,1,1,1,1,0,1,1,0,0,0,2,7.0,19.0,18.0,19.0,0,0,1,0,11.0,11.0,11.0,11.0,28.0,21.0,21.0,21.0,4232.0
53004,1,1,1980.25,1,1,1,1,1,1,1,3,3,3,3,0,0,0,0,0,0,0,0,11.0,12.0,6.0,14.0,0,0,0,0,27.0,27.0,27.0,27.0,60.0,60.0,60.0,60.0,4229.0
53020,0,0,1980.25,0,2,2,2,1,1,1,1,1,1,1,1,0,1,1,2,4,6,0,15.0,3.0,15.0,21.0,0,0,0,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,5099.0
53054,0,0,1980.25,0,0,0,0,1,1,1,2,2,2,2,0,1,0,0,3,0,0,4,2.0,11.0,19.0,3.0,0,0,0,0,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0,4072.0
53070,1,0,1980.25,1,1,1,1,0,0,0,2,2,2,2,1,0,0,0,0,0,1,3,12.0,8.0,33.0,2.0,0,0,0,0,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0,4650.0
53135,1,1,1980.0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,2,0,0,0,16.0,5.0,31.0,8.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4336.0
53169,1,0,1980.0,1,1,1,1,1,1,1,2,2,2,2,0,1,1,0,3,3,0,0,2.0,2.0,15.0,14.0,0,0,0,0,12.0,12.0,12.0,12.0,34.0,34.0,34.0,34.0,4278.0
53179,0,0,1980.5,2,1,1,1,1,0,0,2,2,2,2,1,1,1,1,0,0,0,0,12.0,14.0,17.0,19.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4269.0
53279,0,1,1980.0,2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,6,0,10.0,11.0,4.0,7.0,0,0,1,1,11.0,11.0,11.0,11.0,24.0,20.0,20.0,20.0,4634.0
53358,1,1,1980.25,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12.0,21.0,4.0,18.0,1,0,0,1,11.0,11.0,11.0,11.0,25.0,25.0,25.0,25.0,4327.0
53480,1,1,1981.75,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,4,0,0,3.0,2.0,8.0,14.0,1,1,1,1,11.0,11.0,11.0,11.0,28.0,28.0,28.0,28.0,4197.0
53513,0,0,1980.5,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,3.0,0.0,8.0,22.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4481.0
53591,1,0,1979.75,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,0,0,2,0,8.0,13.0,15.0,17.0,0,0,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4557.0
53646,0,1,1980.25,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,11.0,11.0,11.0,1,0,0,0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,4359.0
53825,0,0,1980.0,1,1,1,1,1,0,0,3,3,3,3,0,0,1,0,0,0,3,0,13.0,20.0,23.0,9.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4542.0
53857,1,1,1980.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,6,5.0,2.0,13.0,31.0,0,1,1,0,11.0,11.0,11.0,11.0,29.0,29.0,29.0,29.0,4559.0
53863,1,1,1979.75,0,2,2,2,0,0,0,2,2,2,2,0,1,0,1,0,0,0,1,11.0,11.0,7.0,17.0,0,1,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4402.0
53998,1,1,1980.25,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,6,24.0,7.0,3.0,14.0,0,1,1,1,18.0,18.0,18.0,18.0,44.0,44.0,44.0,44.0,4167.0
54070,1,0,1979.75,1,1,1,1,1,1,1,2,2,2,2,0,0,0,1,0,0,0,0,8.0,7.0,15.0,13.0,0,0,0,0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4599.0
54108,1,0,1980.25,2,1,1,1,1,1,1,3,3,3,3,0,0,0,0,0,0,0,0,11.0,27.0,22.0,8.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4269.0
54240,0,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,1,2,0,0,0,0,0,0,13.0,18.0,33.0,7.0,0,0,0,0,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0,4571.0
54265,1,0,1979.5,1,0,0,0,1,1,1,2,2,2,2,0,1,0,1,0,0,0,0,12.0,9.0,19.0,11.0,0,0,0,0,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0,4656.0
54365,1,0,1980.25,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,3,0,0,8.0,0.0,14.0,18.0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4313.0
54417,1,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,0,0,1,0,0,3,0,1,19.0,1.0,8.0,19.0,0,0,0,0,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0,5049.0
54473,1,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,17.0,6.0,12.0,14.0,0,0,0,0,12.0,12.0,12.0,12.0,34.0,34.0,34.0,34.0,4236.0
54593,1,0,1980.0,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,0,0,2,0,8.0,13.0,15.0,17.0,0,0,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4711.0
54811,0,0,1980.5,2,0,0,0,1,1,1,2,2,2,2,0,0,0,1,0,4,3,0,3.0,0.0,1.0,5.0,0,0,0,0,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0,4734.0
54838,0,1,1979.75,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11.0,37.0,0.0,30.0,0,1,0,1,11.0,11.0,11.0,11.0,31.0,31.0,31.0,19.0,4170.0
55035,1,0,1980.5,1,1,1,1,1,1,1,3,3,3,3,0,0,1,0,0,0,3,0,14.0,18.0,23.0,9.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4543.0
55054,1,1,1980.25,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,11.0,0.0,1.0,3.0,0,1,0,0,18.0,18.0,18.0,18.0,45.0,45.0,45.0,45.0,4283.0
55145,0,0,1980.5,0,2,2,2,1,1,1,2,2,2,2,1,0,0,1,1,0,6,0,11.0,16.0,4.0,14.0,0,0,1,0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,4833.0
55249,0,1,1980.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,13.0,18.0,19.0,30.0,1,0,0,1,11.0,11.0,11.0,11.0,14.0,14.0,14.0,14.0,4932.0
55322,0,1,1980.5,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,35.0,32.0,18.0,1,1,1,1,11.0,11.0,11.0,11.0,30.0,30.0,30.0,30.0,4170.0
55358,0,0,1980.25,1,1,1,1,0,0,1,2,2,2,2,1,0,0,0,0,0,4,0,9.0,5.0,0.0,15.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4597.0
55518,0,1,1980.25,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12.0,3.0,4.0,4.0,1,0,1,0,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0,4338.0
55596,0,0,1980.25,0,2,2,2,1,1,1,2,2,2,2,0,1,0,1,4,0,0,0,0.0,16.0,8.0,5.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4520.0
55753,0,1,1980.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,6.0,9.0,31.0,16.0,1,1,1,0,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,4591.0
55803,0,0,1980.5,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,4,0,3,6,0.0,7.0,1.0,7.0,0,0,0,0,33.0,33.0,33.0,33.0,67.0,67.0,67.0,67.0,4204.0
55883,0,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,0,0,1,0,1,4,3,0,10.0,1.0,2.0,8.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,5028.0
55968,1,1,1980.0,2,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,6,0,10.0,3.0,4.0,19.0,0,1,1,1,11.0,11.0,11.0,11.0,24.0,24.0,24.0,24.0,4338.0
56081,0,1,1979.0,0,0,0,0,0,0,1,3,3,3,3,1,0,1,1,0,0,0,0,6.0,5.0,8.0,15.0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3997.0
56102,0,0,1979.75,2,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,2,0,0,6.0,11.0,31.0,7.0,0,0,0,0,35.0,35.0,35.0,35.0,69.0,69.0,69.0,69.0,4782.0
56240,1,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,4,12.0,32.0,6.0,0.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4573.0
56431,0,0,1981.0,0,2,2,2,1,1,1,3,3,3,3,0,0,0,1,0,0,6,0,8.0,10.0,17.0,38.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4690.0
56463,0,0,1980.0,2,0,0,0,1,1,0,2,2,2,2,1,0,0,0,0,0,6,0,20.0,23.0,23.0,21.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4375.0
56614,1,0,1979.75,2,2,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,3.0,6.0,9.0,8.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4501.0
56795,0,0,1980.5,0,2,2,2,1,1,1,2,2,2,2,1,0,1,0,0,0,0,0,12.0,13.0,16.0,10.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4864.0
56839,1,1,1979.75,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,2.0,25.0,4.0,22.0,1,1,1,1,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,4462.0
56860,1,1,1979.25,0,1,1,1,0,0,0,3,3,3,3,1,0,1,1,0,0,0,0,6.0,12.0,16.0,9.0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4240.0
57211,1,0,1980.5,1,1,1,1,1,1,1,3,3,3,3,3,1,1,0,0,0,0,0,12.0,15.0,14.0,36.0,0,0,0,0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,4513.0
57232,0,0,1980.0,0,2,2,2,1,0,1,2,2,2,2,1,0,0,0,0,0,0,6,12.0,20.0,19.0,2.0,0,0,0,0,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0,4645.0
57345,1,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,4,12.0,32.0,6.0,0.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4742.0
57393,0,0,1980.0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,10.0,2.0,12.0,5.0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4170.0
57405,1,0,1980.25,0,2,2,2,1,1,1,2,2,2,2,0,0,1,1,3,4,0,0,3.0,2.0,29.0,11.0,1,0,0,0,24.0,24.0,24.0,24.0,56.0,56.0,56.0,56.0,4159.0
57577,0,0,1980.5,2,0,2,2,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,8.0,19.0,6.0,17.0,0,0,0,0,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0,4352.0
57920,1,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,0,1,0,1,0,0,0,1,11.0,11.0,7.0,17.0,0,1,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4691.0
58015,0,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,1,0,0,1,0,0,0,0,12.0,7.0,8.0,8.0,0,0,0,0,21.0,21.0,21.0,21.0,50.0,50.0,50.0,50.0,4289.0
58139,1,1,1980.5,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,4,6,2,2,0.0,27.0,16.0,16.0,0,1,0,0,11.0,11.0,11.0,11.0,19.0,19.0,16.0,19.0,4086.0
58158,0,0,1980.25,0,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,11.0,14.0,5.0,22.0,0,0,0,0,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0,4984.0
58184,1,0,1979.75,0,0,0,0,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,13.0,9.0,10.0,15.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4604.0
58305,1,0,1980.0,1,1,1,1,1,1,1,2,2,2,2,0,1,1,0,0,2,0,0,4.0,26.0,9.0,5.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4742.0
58493,0,0,1980.25,0,0,0,0,1,1,1,2,2,2,2,1,0,0,1,0,0,6,0,12.0,8.0,10.0,13.0,0,0,1,0,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0,4599.0
58536,1,0,1979.75,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,4,6,0,0,0.0,22.0,20.0,19.0,0,0,1,0,18.0,18.0,18.0,18.0,43.0,43.0,43.0,43.0,4890.0
58558,1,0,1980.25,2,2,2,2,1,1,1,2,2,2,2,1,0,1,0,0,0,0,0,12.0,13.0,16.0,10.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4779.0
